1	4.46149
2	1.19931
3	0.627877
4	0.627877
5	0.627778
6	0.627778
7	0.627778
8	0.627778
9	0.627778
10	0.627778
11	0.627778
12	0.627778
13	0.627778
14	0.627778
15	0.627778
16	0.627778
17	0.627778
18	0.627778
19	0.627778
20	0.627778
21	0.627778
22	0.627778
23	0.236311
24	0.200417
25	0.111701
26	0.0100975
27	0.00578099
28	0.005221
29	0.00512789
30	0.00509446
31	0.0050935
32	0.0050935
33	0.0050935
34	0.0050935
35	0.0050935
36	0.0050935
37	0.0050935
38	0.0050935
39	0.0050935
40	0.0050935
41	0.0050935
42	0.0050935
43	0.0050935
44	0.0050935
45	0.0050935
46	0.0050935
47	0.0050935
48	0.0050935
49	0.0050935
50	0.0050935
51	0.0050935
52	0.0050935
53	0.0050935
54	0.0050935
55	0.0050935
56	0.0050935
57	0.0050935
58	0.0050935
59	0.0050935
60	0.0050935
61	0.0050935
62	0.0050935
63	0.0050935
64	0.0050935
65	0.0050935
66	0.0050935
67	0.0050935
68	0.0050935
69	0.0050935
70	0.0050935
71	0.0050935
72	0.0050935
73	0.0050935
74	0.0050935
75	0.0050935
76	0.0050935
77	0.0050935
78	0.0050935
79	0.0050935
80	0.0050935
81	0.0050935
82	0.0050935
83	0.0050935
84	0.0050935
85	0.0050935
86	0.0050935
87	0.0050935
88	0.0050935
89	0.0050935
90	0.0050935
91	0.0050935
92	0.0050935
93	0.0050935
94	0.0050935
95	0.0050935
96	0.0050935
97	0.0050935
98	0.0050935
99	0.0050935
100	0.0050935
101	0.0050935
102	0.0050935
103	0.0050935
104	0.0050935
105	0.0050935
106	0.0050935
107	0.0050935
108	0.0050935
109	0.0050935
110	0.0050935
111	0.0050935
112	0.0050935
113	0.0050935
114	0.0050935
115	0.0050935
116	0.0050935
117	0.0050935
118	0.0050935
119	0.0050935
120	0.0050935
121	0.0050935
122	0.0050935
123	0.0050935
124	0.0050935
125	0.0050935
126	0.0050935
127	0.0050935
128	0.0050935
129	0.0050935
130	0.0050935
131	0.0050935
132	0.0050935
133	0.0050935
134	0.0050935
135	0.0050935
136	0.0050935
137	0.0050935
138	0.0050935
139	0.0050935
140	0.0050935
141	0.0050935
142	0.0050935
143	0.0050935
144	0.0050935
145	0.0050935
146	0.0050935
